compound_name,num_experiments,num_species,num_taxa,num_pmids,median_effect,trimmed_mean_effect,sign_consistency,leave_one_species_out_stability,leave_one_taxon_out_stability,aggregation_stability,breadth_score,robustness_score,avg_significance_summary,max_significance_summary,taxa_present,species_present,pmids,evidence_tier,robust_flag,thin_evidence_reason,rank,empirical_p_value,null_exceedance_rate,null_z_score
Mercuric chloride,5,2,2,2,0.0,-0.6,0.4,0.0,0.0,0.0,0.6666666666666666,0.31333333333333335,NS:1;S:2;blank:2,NS:2;blank:3,insect;mammal,Drosophila melanogaster;Mus musculus,1113210;8325352,conflicted,False,,796,0.955044955044955,0.955,-1.8404338119444807
Sodium tungstate,4,2,1,2,-3.285,5.265000000000001,0.25,0.5,0.0,0.0,0.49999999999999994,0.305265,NS:1;S:1;blank:2,NS:2;blank:2,mammal,Mus musculus;Rattus norvegicus,1113208;1113210,conflicted,False,,797,0.7802197802197802,0.78,-1.2536671272057558
Enalapril,3,2,1,2,0.0,7.12,0.3333333333333333,0.5,0.0,0.0,0.4444444444444444,0.30434222222222224,NS:2;S:1,NS:2;blank:1,mammal,Mus musculus;Rattus norvegicus,17557916;19587680,conflicted,False,,798,0.6473526473526473,0.647,-0.951569298874455
Sodium citrate,3,2,1,2,-1.26,-8.706666666666667,0.3333333333333333,0.5,0.0,0.0,0.4444444444444444,0.2972222222222222,NS:2;S:1,blank:3,rotifer,Asplanchna brightwelli;Philodina acuticornis,5166382;7428860,conflicted,False,,799,0.9270729270729271,0.927,-1.1923507445288952
Sodium hypophosphite,20,1,1,1,-1.5499999999999998,-13.23125,0.5,0.0,0.0,0.0,0.5277777777777778,0.2847222222222222,NS:1;S:19,blank:20,insect,Zaprionus paravittiger,3721207,conflicted,False,,800,0.8501498501498501,0.85,-0.8431023333222557
Erythorbic acid,8,1,1,1,-0.76,-14.368749999999999,0.5,0.0,0.0,0.0,0.5277777777777778,0.2847222222222222,NS:1;S:7,blank:8,insect,Drosophila melanogaster,16591414,conflicted,False,,801,0.8901098901098901,0.89,-1.5475513535253547
Plumbagin,24,1,1,1,0.5,-20.6,0.5,0.0,0.0,0.0,0.5277777777777778,0.2847222222222222,NS:9;S:15,blank:24,nematode,Caenorhabditis elegans,21765926,conflicted,False,,802,0.997002997002997,0.997,-8.937898249384226
Cadmium chloride,6,1,1,1,-5.449999999999999,-22.45,0.5,0.0,0.0,0.0,0.5277777777777778,0.2847222222222222,NS:2;S:4,blank:6,insect,Drosophila melanogaster,6409707,conflicted,False,,803,0.8711288711288712,0.871,-1.3465659903981066
Aluminium chloride,7,2,2,2,-7.0,-7.622857142857142,0.14285714285714285,0.0,0.0,0.0,0.7222222222222222,0.28134920634920635,NS:1;S:6,blank:7,insect;mammal,Drosophila melanogaster;Mus musculus,3205069;3932134,conflicted,False,,804,1.0,1.0,-2.217757716772884
Beta-carotene,5,2,2,2,-8.79,-7.752,0.2,0.0,0.0,0.0,0.6666666666666666,0.2733333333333333,NS:4;S:1,blank:5,insect;mammal,Mus musculus;Musca domestica,3770487;4068768,conflicted,False,,805,0.9140859140859141,0.914,-1.1536358152740858
Chlorhexidine,5,2,2,1,-3.95,-5.736,0.2,0.0,0.0,0.0,0.6666666666666666,0.2733333333333333,NS:3;S:2,blank:5,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,806,0.996003996003996,0.996,-2.46248161714745
Deguelin,5,2,2,1,-2.23,-7.769999999999999,0.2,0.0,0.0,0.0,0.6666666666666666,0.2733333333333333,NS:3;S:2,blank:5,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,807,0.996003996003996,0.996,-2.545549721719411
Antimycin A,5,2,2,1,-50.26,-47.738,0.2,0.0,0.0,0.0,0.6666666666666666,0.2733333333333333,NS:1;S:4,blank:5,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,808,0.998001998001998,0.998,-2.434149306428197
Diamide,3,2,2,2,-2.91,-8.683333333333334,0.3333333333333333,0.0,0.0,0.0,0.5555555555555555,0.26111111111111107,NS:2;S:1,blank:3,insect;nematode,Caenorhabditis elegans;Musca domestica,34267196;6146478,conflicted,False,,809,0.954045954045954,0.954,-1.4477647938176226
Thiostrepton,3,2,2,1,-7.42,-5.266666666666667,0.3333333333333333,0.0,0.0,0.0,0.5555555555555555,0.26111111111111107,NS:1;S:2,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,810,0.981018981018981,0.981,-2.1450705000462995
Cupric glycinate,3,1,1,1,2.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.3611111111111111,0.2597222222222222,NS:2;S:1,blank:3,insect,Drosophila melanogaster,6423450,conflicted,False,,811,0.6653346653346653,0.665,-0.6626417393989975
DL-isocitrate,3,1,1,1,3.0,-4.0,0.6666666666666666,0.0,0.0,0.0,0.3611111111111111,0.2597222222222222,NS:1;S:2,blank:3,nematode,Caenorhabditis elegans,25643626,conflicted,False,,812,0.8941058941058941,0.894,-1.6407360628366956
Asparagine,3,1,1,1,1.0,-6.333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3611111111111111,0.2597222222222222,NS:1;S:2,blank:3,nematode,Caenorhabditis elegans,25643626,conflicted,False,,813,0.8691308691308691,0.869,-1.4362432065720616
EUK-8,18,1,1,2,-8.399999999999999,-11.331249999999999,0.3333333333333333,0.0,0.0,0.0,0.5277777777777778,0.2513888888888889,NS:3;S:15,blank:18,nematode,Caenorhabditis elegans,10968795;12521609,conflicted,False,,814,1.0,1.0,-8.4128830637685
Luteolin,5,1,1,1,-0.6,2.296,0.4,0.0,0.0,0.0,0.47222222222222227,0.24757377777777778,S:5,blank:5,nematode,Caenorhabditis elegans,29375370,conflicted,False,,815,0.942057942057942,0.942,-2.4865072800208776
Hexachlorophene,4,1,1,1,-0.5,-0.25,0.5,0.0,0.0,0.0,0.4166666666666667,0.24583333333333335,NS:4,blank:4,mammal,Mus musculus,728888,conflicted,False,,816,0.7852147852147852,0.785,-1.105509463906432
Caprylate,4,1,1,1,-2.0,-3.75,0.5,0.0,0.0,0.0,0.4166666666666667,0.24583333333333335,NS:1;S:3,blank:4,nematode,Caenorhabditis elegans,25643626,conflicted,False,,817,0.9470529470529471,0.947,-1.9757964895385731
Furosemide,4,2,2,1,-6.1850000000000005,-5.869999999999999,0.0,0.0,0.0,0.0,0.611111111111111,0.21388888888888885,NS:1;S:3,blank:4,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,818,1.0,1.0,-2.669928568559502
MitoQ,2,1,1,1,0.0,0.0,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,NS:2,mammal,Mus musculus,33145977,conflicted,False,,819,0.8151848151848152,0.815,-0.9580411524162772
Alln II,2,1,1,1,-0.015000000000000013,-0.015000000000000013,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,820,0.958041958041958,0.958,-1.7713165671008786
"5,7,4Trimethoxyfavone",2,1,1,1,-0.06999999999999999,-0.06999999999999999,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,821,0.9400599400599401,0.94,-1.612390342622966
Pyruvate,2,1,1,1,-0.08999999999999986,-0.08999999999999986,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,S:2,blank:2,nematode,Caenorhabditis elegans,26729005,conflicted,False,,822,0.9430569430569431,0.943,-1.5978031961163384
"6,7-Dihydroxyflavone",2,1,1,1,-0.44000000000000006,-0.44000000000000006,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,nematode,Caenorhabditis elegans,33809299,conflicted,False,,823,0.957042957042957,0.957,-1.8216440071584628
2-(2-hydroxyphenyl)benzothiazole,2,1,1,1,-0.5,-0.5,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,NS:2,mammal,Mus musculus,30688027,conflicted,False,,824,0.8451548451548452,0.845,-1.060057328405471
Barium acetate,2,1,1,1,-0.5,-0.5,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,blank:2,NS:1;S:1,mammal,Mus musculus,1113210,conflicted,False,,825,0.8351648351648352,0.835,-1.057980039161381
Chlorpheniramine,2,1,1,1,-0.5,-0.5,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,mammal,Mus musculus,4788962,conflicted,False,,826,0.8491508491508492,0.849,-1.085488299710442
Inulin,2,1,1,1,-0.5,-0.5,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,NS:2,mammal,Mus musculus,30916479,conflicted,False,,827,0.8331668331668332,0.833,-1.032237793485553
Benzethonium,2,1,1,1,-0.565,-0.565,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,insect,Drosophila melanogaster,33008901,conflicted,False,,828,0.8591408591408591,0.859,-1.0587866159138148
Trimethobenzamine-HCL,2,1,1,1,-0.6100000000000001,-0.6100000000000001,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,insect,Drosophila melanogaster,33008901,conflicted,False,,829,0.8471528471528471,0.847,-1.0339310010453726
3-Morpholinosydnonimine hydrochloride,2,1,1,1,-0.825,-0.825,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,830,0.9530469530469531,0.953,-1.7872219024980653
Pinvarium Bromide,2,1,1,1,-0.9749999999999996,-0.9749999999999996,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:1;S:1,blank:2,insect,Drosophila melanogaster,33008901,conflicted,False,,831,0.8501498501498501,0.85,-0.9990361349674699
Cyclizine HCl,2,1,1,1,-1.0,-1.0,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,insect,Drosophila melanogaster,4397875,conflicted,False,,832,0.8581418581418582,0.858,-1.056218719336233
Nickelous acetate,2,1,1,1,-1.0,-1.0,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,blank:2,NS:1;S:1,mammal,Mus musculus,1113210,conflicted,False,,833,0.8531468531468531,0.853,-1.0801626510953868
"PB125 (carnosol, withaferin A and luteolin)",2,1,1,1,-1.0,-1.0,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,NS:2,mammal,Mus musculus,36179270,conflicted,False,,834,0.8471528471528471,0.847,-1.1077768523056508
Diethyl Maleate,2,1,1,1,-1.02,-1.02,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,S:2,blank:2,nematode,Caenorhabditis elegans,28086197,conflicted,False,,835,0.9410589410589411,0.941,-1.58049471336565
JS-K,2,1,1,1,-1.085,-1.085,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,836,0.9470529470529471,0.947,-1.5685986811952306
Podofilox,2,1,1,1,-1.6600000000000001,-1.6600000000000001,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,837,0.9530469530469531,0.953,-1.66607493568475
Viramune,2,1,1,1,-2.42,-2.42,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,838,0.9460539460539461,0.946,-1.6614913576404717
L-Thyroxine sodium,2,1,1,1,-3.0349999999999997,-3.0349999999999997,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:2,blank:2,mammal,Rattus norvegicus,13821057,conflicted,False,,839,0.8091908091908092,0.809,-0.8484687003381003
Clofilium Tosylate,2,1,1,1,-3.7600000000000002,-3.7600000000000002,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,840,0.948051948051948,0.948,-1.619658029715537
I-BET,2,1,1,1,-4.695,-4.695,0.5,0.0,0.0,0.0,0.3055555555555555,0.20694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,841,0.949050949050949,0.949,-1.7043433821222382
Indomethacin,5,1,1,2,-6.99,-8.260000000000002,0.2,0.0,0.0,0.0,0.47222222222222227,0.20527777777777778,NS:3;S:2,blank:5,insect,Drosophila melanogaster,3921599;4397875,conflicted,False,,842,0.984015984015984,0.984,-1.6114333285460436
Imatinib mesylate,4,3,1,1,-14.945,-23.785,0.0,0.0,0.0,0.0,0.5833333333333333,0.20416666666666664,S:4,blank:4,nematode,Caenorhabditis briggsae;Caenorhabditis elegans;Caenorhabditis tropicalis,32010883,conflicted,False,,843,1.0,1.0,-1.8821959851330874
Thymus extract,3,1,1,2,0.0,9.333333333333334,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.20238888888888887,S:1;blank:2,blank:3,mammal,Mus musculus,2682058;6752596,conflicted,False,,844,0.6393606393606394,0.639,-1.0925515032204147
p-fluorophenylalanine,12,1,1,1,-5.5,-5.6,0.08333333333333333,0.0,0.0,0.0,0.5277777777777778,0.20138888888888887,NS:10;S:2,blank:12,mammal,Mus musculus,689376,conflicted,False,,845,1.0,1.0,-2.822756961153162
Chlorpromazine chloride,4,1,1,2,-4.265,0.11749999999999972,0.25,0.0,0.0,0.0,0.4166666666666667,0.19595083333333335,NS:2;S:2,blank:4,insect,Drosophila melanogaster,3921599;4397875,conflicted,False,,846,0.8861138861138861,0.886,-1.5900535628202888
Dimethyl fumarate,4,1,1,1,-0.5,-0.25,0.25,0.0,0.0,0.0,0.4166666666666667,0.19583333333333336,NS:4,NS:4,mammal,Mus musculus,38041783,conflicted,False,,847,0.9820179820179821,0.982,-1.705086775428471
"7,8-Dihydroxyflavone",4,1,1,1,-1.73,-0.7925000000000002,0.25,0.0,0.0,0.0,0.4166666666666667,0.19583333333333336,NS:2;S:2,blank:4,nematode,Caenorhabditis elegans,33809299,conflicted,False,,848,0.996003996003996,0.996,-2.6954277921345455
Capsaicin,4,1,1,1,-2.43,-1.0175000000000003,0.25,0.0,0.0,0.0,0.4166666666666667,0.19583333333333336,NS:3;S:1,blank:4,insect,Drosophila melanogaster,31790803,conflicted,False,,849,0.983016983016983,0.983,-1.6029487424258693
Gliotoxin,4,1,1,1,-3.0149999999999997,-3.6674999999999995,0.25,0.0,0.0,0.0,0.4166666666666667,0.19583333333333336,NS:4,blank:4,nematode,Caenorhabditis elegans,19235201,conflicted,False,,850,0.995004995004995,0.995,-2.6595023942320273
2-mercaptoethylamine hydrochloride,3,1,1,1,-3.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.1947222222222222,S:1;blank:2,blank:3,mammal,Mus musculus,13711616,conflicted,False,,851,0.7452547452547452,0.745,-1.099989359490898
Choline Chloride,3,2,2,1,-1.4,-1.4799999999999998,0.0,0.0,0.0,0.0,0.5555555555555555,0.1944444444444444,NS:3,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,852,1.0,1.0,-2.463502377533885
Limonin,3,2,2,1,-3.41,-2.5833333333333335,0.0,0.0,0.0,0.0,0.5555555555555555,0.1944444444444444,NS:3,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,853,1.0,1.0,-2.5837850677004948
Carbidopa,3,2,2,1,-2.48,-3.566666666666667,0.0,0.0,0.0,0.0,0.5555555555555555,0.1944444444444444,NS:3,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,854,1.0,1.0,-2.405806325949128
Vortioxetine,3,2,2,1,-2.26,-3.8433333333333333,0.0,0.0,0.0,0.0,0.5555555555555555,0.1944444444444444,NS:3,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,855,1.0,1.0,-2.4305641334260684
Sodium Nitroprusside,3,2,2,1,-3.03,-5.223333333333333,0.0,0.0,0.0,0.0,0.5555555555555555,0.1944444444444444,NS:2;S:1,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,856,1.0,1.0,-2.3970460352217393
Astemizole,3,2,2,1,-6.0,-6.3133333333333335,0.0,0.0,0.0,0.0,0.5555555555555555,0.1944444444444444,NS:1;S:2,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,857,1.0,1.0,-2.5134754411695046
Cinoxacin,3,2,2,1,-4.95,-7.186666666666667,0.0,0.0,0.0,0.0,0.5555555555555555,0.1944444444444444,NS:2;S:1,blank:3,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,858,1.0,1.0,-2.520966593556048
Nebivolol,3,1,1,2,-3.0,-0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.19305555555555554,NS:1;S:2,NS:3,mammal,Mus musculus,23314750;38753230,conflicted,False,,859,0.9170829170829171,0.917,-1.1537168916214866
Argyreia boseana extract,3,1,1,1,-3.8,-1.6499999999999997,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.19305555555555554,NS:1;S:2,blank:3,nematode,Caenorhabditis elegans,30448258,conflicted,False,,860,0.988011988011988,0.988,-2.128403479433066
Cysteine hydrochloride,3,1,1,1,-10.0,-3.0,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.19305555555555554,NS:1;blank:2,blank:3,mammal,Mus musculus,13711616,conflicted,False,,861,0.926073926073926,0.926,-1.1175139552025766
Ferric ammonium citrate,3,1,1,1,-2.13,-8.253333333333332,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.19305555555555554,NS:2;S:1,blank:3,nematode,Caenorhabditis elegans,22445852,conflicted,False,,862,0.986013986013986,0.986,-2.07765138184606
"2,2'-diaminodiethyl disulfide dihydrochloride",3,1,1,1,-11.0,-13.0,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.19305555555555554,blank:3,blank:3,mammal,Mus musculus,13711616,conflicted,False,,863,0.954045954045954,0.954,-1.208857485818419
Tartaric acid,3,1,1,1,0.0,-22.0,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.19305555555555554,blank:3,blank:3,insect,Drosophila melanogaster,110607,conflicted,False,,864,0.949050949050949,0.949,-1.2477997180283371
Calcium lactate,3,1,1,1,-10.7,-25.0,0.3333333333333333,0.0,0.0,0.0,0.3611111111111111,0.19305555555555554,blank:3,blank:3,insect,Drosophila melanogaster,110607,conflicted,False,,865,0.9430569430569431,0.943,-1.184698516165889
IMS2186,2,2,2,1,-7.619999999999999,-7.619999999999999,0.0,0.0,0.0,0.0,0.5,0.175,NS:1;S:1,blank:2,insect;nematode,Caenorhabditis elegans;Drosophila melanogaster,33008901,conflicted,False,,866,1.0,1.0,-2.2320359149231463
Cupric gluconate,5,1,1,1,-7.0,-20.919999999999998,0.0,0.0,0.0,0.0,0.47222222222222227,0.16527777777777777,NS:3;S:2,blank:5,insect,Drosophila melanogaster,6423450,conflicted,False,,867,1.0,1.0,-2.0290990415516656
Deuterium Oxide,4,1,1,1,-47.644999999999996,-53.26,0.0,0.0,0.0,0.0,0.4166666666666667,0.14583333333333334,blank:4,blank:4,insect,Drosophila melanogaster,4203023,conflicted,False,,868,1.0,1.0,-2.1035935379546498
Cyclic adenosine monophosphate,2,2,1,1,-1.5,-1.5,0.0,0.0,0.0,0.0,0.38888888888888884,0.13611111111111107,NS:2,blank:2,rotifer,Adineta vaga;Philodina acuticornis,31185582,conflicted,False,,869,1.0,1.0,-1.8246209195776981
Sodium azide,2,2,1,1,-42.5,-42.5,0.0,0.0,0.0,0.0,0.38888888888888884,0.13611111111111107,S:2,blank:2,rotifer,Adineta vaga;Philodina acuticornis,31185582,conflicted,False,,870,1.0,1.0,-1.7727809071303382
4-hydroxyphenyl-N-tert-butylnitrone,3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:3,NS:3,mammal,Mus musculus,18631321;20819793,conflicted,False,,871,1.0,1.0,-1.6199949896587214
Nitroflurbiprofen,3,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:3,NS:3,mammal,Mus musculus,18631321;20819793,conflicted,False,,872,1.0,1.0,-1.622018599078479
Dehydroepiandrosterone sulfate,3,1,1,2,-1.0,-2.3333333333333335,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:3,NS:3,mammal,Mus musculus,10197641;10443857,conflicted,False,,873,1.0,1.0,-1.6221643148294196
cis-zeatin,3,1,1,1,-3.0,-3.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:3,blank:3,nematode,Caenorhabditis elegans,29255944,conflicted,False,,874,1.0,1.0,-2.707524260935164
Sodium fluoride,3,1,1,1,-4.4,-4.066666666666667,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:3,blank:3,insect,Drosophila melanogaster,3932134,conflicted,False,,875,1.0,1.0,-1.739895786582389
Phenol,3,1,1,1,-4.23,-4.79,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:2;S:1,blank:3,insect,Drosophila melanogaster,3921599,conflicted,False,,876,1.0,1.0,-1.879605191501375
Cupric sulfate,3,1,1,1,-4.0,-6.0,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:2;S:1,blank:3,insect,Drosophila melanogaster,6423450,conflicted,False,,877,1.0,1.0,-1.7643141061398255
Iodoform,3,1,1,1,-1.9,-6.366666666666666,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,blank:3,blank:3,insect,Drosophila melanogaster,412727,conflicted,False,,878,1.0,1.0,-1.8729680384992313
Scutellarein,3,1,1,1,-6.79,-6.446666666666666,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:2;S:1,blank:3,nematode,Caenorhabditis elegans,33809299,conflicted,False,,879,1.0,1.0,-2.5779089117102414
Zinc acetate,3,1,1,1,-6.0,-7.333333333333333,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:1;S:2,blank:3,insect,Drosophila melanogaster,6409707,conflicted,False,,880,1.0,1.0,-1.8188938508696364
Aluminium nitrate,3,1,1,1,-8.93,-8.746666666666666,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:1;S:2,blank:3,insect,Drosophila melanogaster,3932134,conflicted,False,,881,1.0,1.0,-1.735438610343264
Aluminum sulfate,3,1,1,1,-10.92,-11.886666666666665,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:1;S:2,blank:3,insect,Drosophila melanogaster,3932134,conflicted,False,,882,1.0,1.0,-1.7359736805301855
Myleran,3,1,1,1,-16.3,-16.566666666666666,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,blank:3,blank:3,mammal,Rattus norvegicus,14204090,conflicted,False,,883,1.0,1.0,-1.5944640394701628
Calcium dichloride,3,1,1,1,-20.04,-16.66333333333333,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:1;S:2,blank:3,rotifer,Asplanchna brightwelli,7428860,conflicted,False,,884,1.0,1.0,-1.376617483681747
L-Gulonolactone,3,1,1,1,-9.0,-17.933333333333334,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,NS:1;S:2,blank:3,insect,Drosophila melanogaster,1756780,conflicted,False,,885,1.0,1.0,-1.7153785199746725
Calcium gluconate,3,1,1,1,-13.2,-24.5,0.0,0.0,0.0,0.0,0.3611111111111111,0.12638888888888888,blank:3,blank:3,insect,Drosophila melanogaster,110607,conflicted,False,,886,1.0,1.0,-1.8094091549054203
Dehydroascorbic acid,2,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,insect,Drosophila melanogaster,819283,conflicted,False,,887,1.0,1.0,-1.8610254559795432
dihydrozeatin,2,1,1,1,-0.5,-0.5,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,nematode,Caenorhabditis elegans,29255944,conflicted,False,,888,1.0,1.0,-2.4186383406922722
PropanthelineBromide,2,1,1,1,-0.595,-0.595,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,insect,Drosophila melanogaster,33008901,conflicted,False,,889,1.0,1.0,-1.917341729340186
Ceoxide beads,2,1,1,1,-1.0899999999999999,-1.0899999999999999,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,890,1.0,1.0,-2.494578499563418
INT-767d (FXR/TGR5 agonist),2,1,1,1,-2.0,-2.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,NS:2,mammal,Mus musculus,30688027,conflicted,False,,891,1.0,1.0,-1.8216046150178036
N6-isopentenyladenine,2,1,1,1,-2.0,-2.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,nematode,Caenorhabditis elegans,29255944,conflicted,False,,892,1.0,1.0,-2.490680722410525
TM5441 (PAI-1 inhibitor),2,1,1,1,-2.0,-2.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,NS:2,mammal,Mus musculus,30916479,conflicted,False,,893,1.0,1.0,-1.9079802391598535
Phenelzine sulfate,2,1,1,1,-2.005,-2.005,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,894,1.0,1.0,-2.648069828361359
Sulindac,2,1,1,1,-2.5,-2.5,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,NS:2,mammal,Mus musculus,36179270,conflicted,False,,895,1.0,1.0,-1.7657045002997953
Indole-3-acetic acid,2,1,1,1,-2.8049999999999997,-2.8049999999999997,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,mammal,Rattus norvegicus,13821055,conflicted,False,,896,1.0,1.0,-1.6144829231803477
IBet,2,1,1,1,-3.0,-3.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,insect,Drosophila melanogaster,33008901,conflicted,False,,897,1.0,1.0,-1.7620318867767388
Potassium titanium oxalate,2,1,1,1,-3.0,-3.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,blank:2,NS:2,mammal,Mus musculus,1113210,conflicted,False,,898,1.0,1.0,-1.783097095158551
SKF83959 hydrobromide,2,1,1,1,-3.2100000000000004,-3.2100000000000004,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,899,1.0,1.0,-2.572718913280658
Phenelzine,2,1,1,1,-3.2649999999999997,-3.2649999999999997,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:2,blank:2,insect,Drosophila melanogaster,33008901,conflicted,False,,900,1.0,1.0,-1.7875182755158425
NSC 45923 (8-Methyoxypsoralen),2,1,1,1,-4.17,-4.17,0.0,0.0,0.0,0.0,0.3055555555555555,0.10694444444444443,NS:1;S:1,blank:2,nematode,Caenorhabditis elegans,33008901,conflicted,False,,901,1.0,1.0,-2.4440968714898403
